name,density,surface_tension,dynamic_viscosity,kinematic_viscosity
Diethyl ether (ethoxyethane),708,0.0167,0.00022,3.11E-07
1-3-Butanediol_0.09,999.27,0.070396,0.001359173,1.36E-06
2-Butanol (sec-butanol),805,0.0226,0.0031,3.85E-06
Triethanolamine_0.39,1046.19,0.064432,0.011353471,1.09E-05
Triethanolamine_0.66,1078.86,0.058708,0.066166782,6.13E-05
